scale,quad_id,sample_rule,sample_size,sample_fraction,metric_mean,metric_median,metric_sd,metric_min,metric_max,n_boot,metric_method,metric_n_points_min,metric_n_points_max,metric_cv,metric_se,ci_low,ci_high,fixed_4000_mean,delta_from_fixed_4000,rule_type,rule_value,rule_label,rule_axis_label,sample_label,plot_sample_label,source_n_pixels,source_method,selection_note
20m,1512,fixed_1250,1250,0.0403434030467338,250.97545562479118,252.30750798787983,5.419785086971711,240.18100178498776,264.0174070184256,50,squared_euclidean_pc1_pc3,1250,1250,0.021594880955507857,0.7664733575142838,249.43516974561118,252.51574150397119,252.16289198698635,-1.1874363621951716,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (4.0%)","1,250
4.0%",30984,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1512,fixed_2000,2000,0.06454944487477407,250.92243768349005,250.29848483020686,4.446475241332791,241.0519297989386,260.55018942130556,50,squared_euclidean_pc1_pc3,2000,2000,0.017720516675920034,0.6288265591049013,249.65876340186364,252.18611196511645,252.16289198698635,-1.240454303496307,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (6.5%)","2,000
6.5%",30984,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1512,fixed_3000,3000,0.09682416731216112,252.08491573105013,252.627858994322,4.9431000109310075,241.59993128289958,262.67687716989957,50,squared_euclidean_pc1_pc3,3000,3000,0.019608868688536722,0.6990599075625225,250.68010225154262,253.48972921055764,252.16289198698635,-0.07797625593622115,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (9.7%)","3,000
9.7%",30984,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1512,fixed_4000,4000,0.12909888974954814,252.16289198698635,251.5052321112749,4.114590094790215,241.62894910761565,264.56700937014455,50,squared_euclidean_pc1_pc3,4000,4000,0.01631719109171131,0.5818909115658322,250.9935384203931,253.3322455535796,252.16289198698635,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (12.9%)","4,000
12.9%",30984,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1518,pct_1,357,0.009996359868955283,288.41297193815575,288.76392797975814,35.565260307074055,233.94475066155806,404.3266486545705,50,squared_euclidean_pc1_pc3,357,357,0.12331366397313188,5.0296873475593635,278.3054367939982,298.5205070823133,285.2753933617812,3.137578576374551,percent,0.01,1% of pixels,1%,1% of pixels = 357 pixels (1.0%),"1%
357 px",35713,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1518,pct_2,714,0.019992719737910565,287.5078719399028,287.80743784152196,16.43281091547312,251.13680859032056,322.2047134534778,50,squared_euclidean_pc1_pc3,714,714,0.057156038214174656,2.323950406457472,282.83771875076945,292.1780251290362,285.2753933617812,2.232478578121629,percent,0.02,2% of pixels,2%,2% of pixels = 714 pixels (2.0%),"2%
714 px",35713,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1518,pct_3,1071,0.029989079606865848,291.4468871197349,288.52984043667743,20.987310785279462,249.3821150170952,354.9749637620309,50,squared_euclidean_pc1_pc3,1071,1071,0.07201075637722375,2.9680539550281346,285.4823593892469,297.41141485022297,285.2753933617812,6.171493757953726,percent,0.03,3% of pixels,3%,"3% of pixels = 1,071 pixels (3.0%)","3%
1,071 px",35713,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1518,fixed_1250,1250,0.03500126004536163,284.3675686375481,282.47527471609584,15.733711241891772,251.92552253523772,317.70338305436394,50,squared_euclidean_pc1_pc3,1250,1250,0.05532878210154053,2.2250827824745376,279.8960973773247,288.83903989777156,285.2753933617812,-0.9078247242330804,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (3.5%)","1,250
3.5%",35713,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1518,fixed_2000,2000,0.05600201607257861,285.0747165754694,283.47294061363675,12.589339942109463,250.26227394280195,311.6218973393187,50,squared_euclidean_pc1_pc3,2000,2000,0.04416154506208767,1.7804015287456518,281.4968657511551,288.65256739978366,285.2753933617812,-0.20067678631181707,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (5.6%)","2,000
5.6%",35713,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1518,fixed_3000,3000,0.08400302410886792,285.8683044860378,286.08329880138456,7.8206016271273935,258.53095906203765,299.95351173739874,50,squared_euclidean_pc1_pc3,3000,3000,0.027357358281422776,1.1060000887000654,283.64571409552343,288.09089487655217,285.2753933617812,0.5929111242566023,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (8.4%)","3,000
8.4%",35713,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1518,fixed_4000,4000,0.11200403214515722,285.2753933617812,283.8905865638169,7.445218191973569,265.4774688240168,298.499022180442,50,squared_euclidean_pc1_pc3,4000,4000,0.026098353959788167,1.0529128541915915,283.1594857631427,287.3913009604197,285.2753933617812,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (11.2%)","4,000
11.2%",35713,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1800,pct_1,300,0.010003334444814937,178.63043515033448,177.1190096571735,12.207476909845077,150.45586454881646,205.69816797698147,50,squared_euclidean_pc1_pc3,300,300,0.06833928887634029,1.726397940825931,175.16110859901977,182.0997617016492,180.35130587886144,-1.720870728526961,percent,0.01,1% of pixels,1%,1% of pixels = 300 pixels (1.0%),"1%
300 px",29990,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1800,pct_2,600,0.020006668889629875,180.13015238946267,179.27127691942877,8.560228098299289,164.40681908019937,200.98973925384243,50,squared_euclidean_pc1_pc3,600,600,0.047522460758213675,1.2105990673622102,177.6973624815998,182.56294229732552,180.35130587886144,-0.22115348939877322,percent,0.02,2% of pixels,2%,2% of pixels = 600 pixels (2.0%),"2%
600 px",29990,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1800,pct_3,900,0.030010003334444816,181.176720322165,181.80825038731314,6.378803855551209,158.34995194007053,198.21375183420992,50,squared_euclidean_pc1_pc3,900,900,0.03520763508804299,0.9020990924238309,179.36388432459333,182.9895563197367,180.35130587886144,0.8254144433035719,percent,0.03,3% of pixels,3%,3% of pixels = 900 pixels (3.0%),"3%
900 px",29990,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1800,fixed_1250,1250,0.04168056018672891,180.0814510542891,181.06897894236198,5.706964988443071,163.04775291919447,191.72092253141236,50,squared_euclidean_pc1_pc3,1250,1250,0.03169102067443134,0.8070867286644604,178.45954955014935,181.70335255842883,180.35130587886144,-0.26985482457234866,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (4.2%)","1,250
4.2%",29990,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1800,fixed_2000,2000,0.06668889629876626,180.15644433283072,179.58263761965065,4.4861834444961355,170.46110889408624,194.06991501194358,50,squared_euclidean_pc1_pc3,2000,2000,0.024901598502955122,0.6344421470500081,178.88148510472791,181.43140356093352,180.35130587886144,-0.19486154603072237,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (6.7%)","2,000
6.7%",29990,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1800,fixed_3000,3000,0.10003334444814939,180.29921045254787,180.3628197379034,3.756479162643982,172.66498821552455,188.6958846540873,50,squared_euclidean_pc1_pc3,3000,3000,0.020834695577508548,0.5312463778583046,179.23163088678922,181.36679001830652,180.35130587886144,-0.05209542631357067,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (10.0%)","3,000
10.0%",29990,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1800,fixed_4000,4000,0.13337779259753252,180.35130587886144,180.3707840627804,2.9345152869478186,172.9151996449191,188.43836198644354,50,squared_euclidean_pc1_pc3,4000,4000,0.01627110639785928,0.41500313177927795,179.51732586190673,181.18528589581615,180.35130587886144,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (13.3%)","4,000
13.3%",29990,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1805,pct_1,254,0.00999213217938631,185.65037868560077,183.27368964534375,23.652586298982815,147.30694827524434,278.58665573865426,50,squared_euclidean_pc1_pc3,254,254,0.12740392164261893,3.3449808329221544,178.92838803508846,192.37236933611308,183.8656580283657,1.7847206572350842,percent,0.01,1% of pixels,1%,1% of pixels = 254 pixels (1.0%),"1%
254 px",25420,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1805,pct_2,508,0.01998426435877262,185.49833313533105,184.11885703699988,12.254696887142124,161.08236138516878,215.9125885228565,50,squared_euclidean_pc1_pc3,508,508,0.06606364962967975,1.7330758540567741,182.01558681495194,188.98107945571016,183.8656580283657,1.6326751069653653,percent,0.02,2% of pixels,2%,2% of pixels = 508 pixels (2.0%),"2%
508 px",25420,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1805,pct_3,763,0.03001573564122738,182.3448942660455,180.48238097303272,10.673117073381313,160.94085020101457,215.17514014375706,50,squared_euclidean_pc1_pc3,763,763,0.05853257979249468,1.509406691797169,179.31162795545274,185.37816057663824,183.8656580283657,-1.5207637623202004,percent,0.03,3% of pixels,3%,3% of pixels = 763 pixels (3.0%),"3%
763 px",25420,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1805,fixed_1250,1250,0.04917387883556255,181.84122268657703,181.15462258172977,6.591166350272353,169.8456974787203,193.22299204127756,50,squared_euclidean_pc1_pc3,1250,1250,0.03624682155614923,0.9321316844412335,179.96803393578037,183.71441143737368,183.8656580283657,-2.02443534178866,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (4.9%)","1,250
4.9%",25420,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1805,fixed_2000,2000,0.07867820613690008,182.48239883386557,182.27883845501142,5.494950559012986,170.72929955847584,193.5633161363397,50,squared_euclidean_pc1_pc3,2000,2000,0.03011222229720721,0.7771033605125786,180.92075116388958,184.04404650384157,183.8656580283657,-1.3832591945001127,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (7.9%)","2,000
7.9%",25420,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1805,fixed_3000,3000,0.11801730920535011,182.96363173645392,183.22624465460666,5.32012984371025,172.16064033999774,195.38103882004552,50,squared_euclidean_pc1_pc3,3000,3000,0.029077526463693715,0.7523799778560889,181.45166756404248,184.47559590886536,183.8656580283657,-0.902026291911767,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (11.8%)","3,000
11.8%",25420,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1805,fixed_4000,4000,0.15735641227380015,183.8656580283657,183.8403238131392,3.5806119479237646,176.9202313622183,190.53853192667816,50,squared_euclidean_pc1_pc3,4000,4000,0.019474065936616446,0.5063749978348934,182.8480593720153,184.88325668471606,183.8656580283657,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (15.7%)","4,000
15.7%",25420,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1910,pct_1,256,0.009994924452426503,112.25366708590839,111.9633998757936,7.846641567110749,95.06407135729587,134.95756988120058,50,squared_euclidean_pc1_pc3,256,256,0.06990098204191109,1.1096826923288496,110.02367622633344,114.48365794548334,113.52456224427186,-1.2708951583634729,percent,0.01,1% of pixels,1%,1% of pixels = 256 pixels (1.0%),"1%
256 px",25613,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1910,pct_2,512,0.019989848904853006,114.78779037399072,114.94869732477375,4.9713718886950105,104.40167327236033,125.94778590624645,50,squared_euclidean_pc1_pc3,512,512,0.04330923935810383,0.7030581548592832,113.37494211572373,116.20063863225771,113.52456224427186,1.2632281297188541,percent,0.02,2% of pixels,2%,2% of pixels = 512 pixels (2.0%),"2%
512 px",25613,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1910,pct_3,768,0.029984773357279507,114.19381024500059,114.0611914130743,4.117571858168824,105.775309952652,123.90605037089597,50,squared_euclidean_pc1_pc3,768,768,0.03605774997204011,0.5823125965868137,113.0236092706313,115.36401121936989,113.52456224427186,0.6692480007287287,percent,0.03,3% of pixels,3%,3% of pixels = 768 pixels (3.0%),"3%
768 px",25613,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1910,fixed_1250,1250,0.04880334205286378,113.42133513048044,112.75879321185292,3.595752285175621,105.8964080510229,122.80503622984654,50,squared_euclidean_pc1_pc3,1250,1250,0.03170260939918447,0.5085161648629412,112.39943363789195,114.44323662306894,113.52456224427186,-0.10322711379141936,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (4.9%)","1,250
4.9%",25613,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1910,fixed_2000,2000,0.07808534728458205,113.70771528164133,113.70367311428647,1.8300930256295111,110.08137838614722,118.799792483881,50,squared_euclidean_pc1_pc3,2000,2000,0.01609471284421268,0.2588142377249667,113.18760859849276,114.2278219647899,113.52456224427186,0.18315303736946476,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (7.8%)","2,000
7.8%",25613,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1910,fixed_3000,3000,0.11712802092687308,113.40191175394705,113.35144556846487,2.387593252684146,107.06768734554811,118.82213417494917,50,squared_euclidean_pc1_pc3,3000,3000,0.02105425927796181,0.3376566759376411,112.72336525933139,114.0804582485627,113.52456224427186,-0.12265049032481556,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (11.7%)","3,000
11.7%",25613,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,1910,fixed_4000,4000,0.1561706945691641,113.52456224427186,113.41213455001795,2.0167559334717016,108.93526157180823,118.26831034015167,50,squared_euclidean_pc1_pc3,4000,4000,0.017764930281186454,0.28521235931120914,112.95140654967685,114.09771793886688,113.52456224427186,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (15.6%)","4,000
15.6%",25613,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,206,pct_1,233,0.009979441493918108,183.82481015199753,182.83854434240322,12.625838406981593,155.56996763764607,213.1084660797832,50,squared_euclidean_pc1_pc3,233,233,0.06868408239639569,1.7855631911484482,180.23658657873614,187.4130337252589,183.45354187689057,0.3712682751069565,percent,0.01,1% of pixels,1%,1% of pixels = 233 pixels (1.0%),"1%
233 px",23348,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,206,pct_2,467,0.020001713208840158,180.59054244164054,178.5586331882522,13.294459664512353,147.3814206820275,217.9598707990616,50,squared_euclidean_pc1_pc3,467,467,0.0736165885808144,1.8801205161975436,176.81229880947132,184.36878607380976,183.45354187689057,-2.862999435250032,percent,0.02,2% of pixels,2%,2% of pixels = 467 pixels (2.0%),"2%
467 px",23348,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,206,pct_3,700,0.029981154702758268,183.8900338596669,184.21437923484768,10.507794512905596,157.95196311874238,216.47415929945754,50,squared_euclidean_pc1_pc3,700,700,0.057141729175624996,1.4860265510780684,180.90375170090383,186.87631601842995,183.45354187689057,0.4364919827763174,percent,0.03,3% of pixels,3%,3% of pixels = 700 pixels (3.0%),"3%
700 px",23348,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,206,fixed_1250,1250,0.05353777625492548,183.129903579341,183.25848774912419,5.601954506331921,170.7564142271164,200.2597110693791,50,squared_euclidean_pc1_pc3,1250,1250,0.030590058733389085,0.7922360038651679,181.53784572401133,184.72196143467067,183.45354187689057,-0.3236382975495644,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (5.4%)","1,250
5.4%",23348,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,206,fixed_2000,2000,0.08566044200788075,183.3206256960526,184.03613451652325,4.670402152017828,174.2645200712051,195.5822432276191,50,squared_euclidean_pc1_pc3,2000,2000,0.025476686730064955,0.6604946065120102,181.99331209054864,184.64793930155653,183.45354187689057,-0.13291618083798085,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (8.6%)","2,000
8.6%",23348,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,206,fixed_3000,3000,0.12849066301182113,183.6343792932123,183.51146346206514,4.379012292882286,174.77328648734672,194.74265123078814,50,squared_euclidean_pc1_pc3,3000,3000,0.023846364225133674,0.6192858574392632,182.38987776939803,184.87888081702658,183.45354187689057,0.18083741632173655,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (12.8%)","3,000
12.8%",23348,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,206,fixed_4000,4000,0.1713208840157615,183.45354187689057,183.25952392411088,3.2914572073685715,175.67243849176154,189.29843430762327,50,squared_euclidean_pc1_pc3,4000,4000,0.01794163892228015,0.4654823422631306,182.51812008855765,184.38896366522349,183.45354187689057,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (17.1%)","4,000
17.1%",23348,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,219,pct_1,294,0.010006807351940095,211.44524190880676,208.57975990586036,17.56584569187542,180.21779426348002,261.33650877447997,50,squared_euclidean_pc1_pc3,294,294,0.08307515238130217,2.484185721200322,206.45308379905256,216.43740001856096,215.06184502882124,-3.6166031200144744,percent,0.01,1% of pixels,1%,1% of pixels = 294 pixels (1.0%),"1%
294 px",29380,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
20m,219,pct_2,588,0.02001361470388019,212.08714706226064,212.551018833437,12.637095014877575,183.55758972071368,248.64190669589928,50,squared_euclidean_pc1_pc3,588,588,0.05958444530902106,1.7871551159037296,208.49572439643168,215.6785697280896,215.06184502882124,-2.9746979665605977,percent,0.02,2% of pixels,2%,2% of pixels = 588 pixels (2.0%),"2%
588 px",29380,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
20m,219,pct_3,881,0.02998638529611981,216.1866435953555,216.4839165812014,9.82775322095673,192.74791724855754,243.44904202572022,50,squared_euclidean_pc1_pc3,881,881,0.0454595763064424,1.3898541892732876,213.39362703337156,218.97966015733942,215.06184502882124,1.1247985665342526,percent,0.03,3% of pixels,3%,3% of pixels = 881 pixels (3.0%),"3%
881 px",29380,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
20m,219,fixed_1250,1250,0.042545949625595644,215.21936027298898,213.62095045748669,7.782946798608134,196.39041370352,234.14988146294937,50,squared_euclidean_pc1_pc3,1250,1250,0.03616285630036291,1.1006748917819884,213.007471266334,217.43124927964396,215.06184502882124,0.15751524416774032,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (4.3%)","1,250
4.3%",29380,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
20m,219,fixed_2000,2000,0.06807351940095303,216.26615817436237,215.75200751401712,7.213211675669413,204.11393579695132,230.611060125954,50,squared_euclidean_pc1_pc3,2000,2000,0.03335339997973162,1.0201021779999642,214.21618609811205,218.3161302506127,215.06184502882124,1.2043131455411356,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (6.8%)","2,000
6.8%",29380,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
20m,219,fixed_3000,3000,0.10211027910142954,216.12344789386253,215.53207510343282,5.519561234987215,203.30806108333556,230.54500335021189,50,squared_euclidean_pc1_pc3,3000,3000,0.02553892827814709,0.7805838356867709,214.55480594716303,217.69208984056203,215.06184502882124,1.0616028650412943,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (10.2%)","3,000
10.2%",29380,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
20m,219,fixed_4000,4000,0.13614703880190607,215.06184502882124,215.30707247874696,3.6496649625895907,208.59060470340498,221.08489949416298,50,squared_euclidean_pc1_pc3,4000,4000,0.016970304342457797,0.5161405688212094,214.02462172284032,216.09906833480215,215.06184502882124,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (13.6%)","4,000
13.6%",29380,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
20m,302,pct_1,263,0.009990123831953203,131.57561104739958,132.61081469778424,7.290286212842294,117.80835382442997,150.19864767397235,50,squared_euclidean_pc1_pc3,263,263,0.055407580134406505,1.031002163578316,129.50373463004593,133.64748746475323,132.7097225033724,-1.1341114559728283,percent,0.01,1% of pixels,1%,1% of pixels = 263 pixels (1.0%),"1%
263 px",26326,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
20m,302,pct_2,527,0.02001823292562486,131.44727363636858,131.95185897630324,6.761397512341537,117.47259105278643,148.01035961443264,50,squared_euclidean_pc1_pc3,527,527,0.05143809624417198,0.9562060062549107,129.52570572460445,133.3688415481327,132.7097225033724,-1.262448867003826,percent,0.02,2% of pixels,2%,2% of pixels = 527 pixels (2.0%),"2%
527 px",26326,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
20m,302,pct_3,790,0.03000835675757806,131.60613183692,131.8063013023103,5.303148531074329,119.9135305909926,144.32989462333808,50,squared_euclidean_pc1_pc3,790,790,0.040295603685440246,0.7499784575924272,130.09899370016188,133.11326997367814,132.7097225033724,-1.1035906664523907,percent,0.03,3% of pixels,3%,3% of pixels = 790 pixels (3.0%),"3%
790 px",26326,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
20m,302,fixed_1250,1250,0.04748157714806655,131.95082952875313,132.21256741679332,4.98305373270926,123.5273907867504,146.89433148614168,50,squared_euclidean_pc1_pc3,1250,1250,0.03776447446753954,0.7047102170831311,130.5346613271509,133.36699773035537,132.7097225033724,-0.7588929746192719,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (4.7%)","1,250
4.7%",26326,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
20m,302,fixed_2000,2000,0.07597052343690648,132.61733965657527,132.7002554795106,3.044856462026752,126.35296174491214,138.78915965366775,50,squared_euclidean_pc1_pc3,2000,2000,0.022959716051548663,0.4306077304077592,131.75200102463143,133.4826782885191,132.7097225033724,-0.09238284679713615,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (7.6%)","2,000
7.6%",26326,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
20m,302,fixed_3000,3000,0.11395578515535972,132.81655690784916,132.93177896608518,2.34302037116262,126.89810486654432,138.40313778643352,50,squared_euclidean_pc1_pc3,3000,3000,0.01764102628250072,0.331353118581462,132.1506778860023,133.482435929696,132.7097225033724,0.10683440447675707,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (11.4%)","3,000
11.4%",26326,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
20m,302,fixed_4000,4000,0.15194104687381296,132.7097225033724,132.5453403414955,1.798242413071006,128.74348639350555,136.25135417978598,50,squared_euclidean_pc1_pc3,4000,4000,0.013550193453424704,0.2543098808999538,132.19866766415856,133.22077734258625,132.7097225033724,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (15.2%)","4,000
15.2%",26326,bootstrap_mean,Original random bootstrap-mean quadrat selected with seed 20260703
20m,317,pct_1,312,0.010015408320493066,153.60847349710136,154.19592835471727,8.757470517763107,137.47951304394664,180.6900032686261,50,squared_euclidean_pc1_pc3,312,312,0.05701163691291004,1.2384933578303117,151.11962791385653,156.09731908034618,155.46612852810344,-1.857655031002082,percent,0.01,1% of pixels,1%,1% of pixels = 312 pixels (1.0%),"1%
312 px",31152,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,317,pct_2,623,0.019998715973292246,155.40390215994614,155.6720311907837,7.013737913457714,140.6952058272105,170.5957125987423,50,squared_euclidean_pc1_pc3,623,623,0.04513231531495891,0.9918923280142272,153.41061989967028,157.397184420222,155.46612852810344,-0.06222636815729743,percent,0.02,2% of pixels,2%,2% of pixels = 623 pixels (2.0%),"2%
623 px",31152,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,317,pct_3,935,0.03001412429378531,154.683544195271,153.86592250560363,5.791668254373795,143.17436990066324,174.4879893179872,50,squared_euclidean_pc1_pc3,935,935,0.037442045205936386,0.8190655794101129,153.03757028930352,156.32951810123848,155.46612852810344,-0.7825843328324424,percent,0.03,3% of pixels,3%,3% of pixels = 935 pixels (3.0%),"3%
935 px",31152,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,317,fixed_1250,1250,0.040125834617360044,155.89752113140878,154.81560217266644,4.69076943507588,147.05495316654307,165.81503576969703,50,squared_euclidean_pc1_pc3,1250,1250,0.03008880064951095,0.663374975304949,154.56441920810474,157.23062305471282,155.46612852810344,0.43139260330534057,fixed,1250,"Fixed 1,250","1,250","Fixed 1,250 (4.0%)","1,250
4.0%",31152,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,317,fixed_2000,2000,0.06420133538777606,156.7516711770653,156.1843464218201,4.070099611967133,148.59963189072138,167.4393605972506,50,squared_euclidean_pc1_pc3,2000,2000,0.025965270937172876,0.5755990071453391,155.59496166578987,157.90838068834074,155.46612852810344,1.285542648961865,fixed,2000,"Fixed 2,000","2,000","Fixed 2,000 (6.4%)","2,000
6.4%",31152,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,317,fixed_3000,3000,0.0963020030816641,155.21961369503467,155.32251198202266,3.066790266213196,148.35499832299914,163.89387699891256,50,squared_euclidean_pc1_pc3,3000,3000,0.019757749637482187,0.43370963874324964,154.34804154491195,156.09118584515738,155.46612852810344,-0.24651483306877253,fixed,3000,"Fixed 3,000","3,000","Fixed 3,000 (9.6%)","3,000
9.6%",31152,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,317,fixed_4000,4000,0.12840267077555212,155.46612852810344,155.66977443208205,2.5799545044929606,146.52784892963507,160.44175824004247,50,squared_euclidean_pc1_pc3,4000,4000,0.016594962059704118,0.3648606650559503,154.7329135706045,156.19934348560238,155.46612852810344,0,fixed,4000,"Fixed 4,000","4,000","Fixed 4,000 (12.8%)","4,000
12.8%",31152,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,405,pct_1,364,0.010009074160640142,202.36136767684195,199.01258998217287,17.468202074557073,172.00717284982028,262.77398372749434,50,squared_euclidean_pc1_pc3,364,364,0.08632182256473313,2.470376828411245,197.39695957608885,207.32577577759506,203.08741728506612,-0.726049608224173,percent,0.01,1% of pixels,1%,1% of pixels = 364 pixels (1.0%),"1%
364 px",36367,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
20m,405,pct_2,727,0.019990650864795005,204.06854982330483,202.92770496113627,11.726815469366016,177.8869698158782,238.80190386828096,50,squared_euclidean_pc1_pc3,727,727,0.05746507964857798,1.6584221480224033,200.73582574193233,207.40127390467734,203.08741728506612,0.981132538238711,percent,0.02,2% of pixels,2%,2% of pixels = 727 pixels (2.0%),"2%
727 px",36367,bootstrap_mean,Additional random bootstrap-mean quadrat selected with seed 20260703
